影片 ID,影片標題,發布日期,時長,觀看次數,按讚數,留言數,"觀看時數
(小時)",曝光次數,"曝光點
閱率(%)","預估收益
(USD)"
xzjecaoxP20,Line Ranger-觀眾投稿EP.16 || 鬼之木坦(下)-亞當降臨 ||,2022-05-26,3:40,"3,113",39,59,N/A,N/A,N/A,N/A
ZwXtbDwDcCg,[直播精華] 當你意外打贏傳奇大佬時...,2024-05-29,4:49,"3,101",58,19,N/A,N/A,N/A,N/A
zq4eXh2bspE,Line Rangers隨手拍EP.33 || 無限之塔神寵，無痛打力量寵限制關！ ||,2023-08-16,3:19,"3,100",29,17,N/A,N/A,N/A,N/A
RRkKi7WX4a4,(有字幕)Line Rangers直播精華 || 扭蛋占卜？占卜三神助更新運勢！ ||,2025-07-26,4:32,"3,095",44,12,N/A,N/A,N/A,N/A
8nkiTle19Rc,Line Rangers-觀眾投稿EP.368 || 屬性圈都難救的安茲 ||,2024-08-16,3:17,"3,085",41,37,N/A,N/A,N/A,N/A
OXMtFgUsVvw,Line Rangers始祖系列 EP.1 || 首席機械師雅各-精準!命中! ||,2022-07-04,3:02,"3,084",43,42,N/A,N/A,N/A,N/A
JxX2XcWyllo,Line Rangers隨手拍EP.90 || 阿努比斯熊大－狂徒的手下敗將！ ||,2025-03-14,3:20,"3,082",35,13,N/A,N/A,N/A,N/A
spF23jAdUw0,Line Rangers-觀眾投稿EP.541 || 小丑熊大－能技擴的變身控場寵！ ||,2025-10-17,3:52,"3,080",41,9,N/A,N/A,N/A,N/A
Uet8i7cMROg,Line Rangers隨手拍EP.78 || 平民寵與魔王的對決 ||,2024-09-19,1:51,"3,079",39,14,N/A,N/A,N/A,N/A
hGCw0Vi3P7k,Line Rangers始祖系列 EP.17 || 來看看以前的玩家，是怎麼打主要關卡的吧～ ||,2022-09-14,1:46,"3,073",31,35,N/A,N/A,N/A,N/A
WYD0hOh54vI,Line Rangers隨手拍EP.50 || PvP木賽季～閃避點滿的愛蜜復活？ ||,2023-12-10,2:50,"3,071",39,17,N/A,N/A,N/A,N/A
zkE02chLxas,Line Rangers-觀眾投稿EP.24 || 跟礙礦隊打僵持戰的後果... ||,2022-06-27,2:25,"3,063",39,15,N/A,N/A,N/A,N/A
xv_Fcz4mr6g,Line Rangers直播精華 || 我最歡果凍饅頭人了！ ||,2024-11-08,2:45,"3,055",80,18,N/A,N/A,N/A,N/A
K_akWi_3qnE,Line Rangers始祖系列 EP.16 || AT-32S-其實堪用的後排控場！？ ||,2022-09-05,2:26,"3,055",30,16,N/A,N/A,N/A,N/A
WOXxNt-hhKY,Line Rangers-觀眾投稿EP.230 || 分身➔增礦？各式礙礦陣復刻？ ||,2023-10-14,1:55,"3,034",27,35,N/A,N/A,N/A,N/A
ToGIqBLYLLk,Line Rangers觀眾求救系列 EP.15 || 主困17關-打飛速攻流 ||,2022-09-04,1:17,"3,031",28,16,N/A,N/A,N/A,N/A
Ysm1BwPIxx4,Line Rangers-觀眾投稿EP.544 || 路德+恩琴－沒三神柱照樣上鑽一！ ||,2025-10-28,5:02,"3,024",37,4,N/A,N/A,N/A,N/A
tsWbZxf2Et8,Line Rangers-觀眾投稿EP.563 || 才能自行車－與榮恩一樣的才能！？ ||,2026-01-03,3:48,"3,023",31,8,N/A,N/A,N/A,N/A
HEfUtWMBxcQ,Line Rangers-觀眾投稿EP.346 || 潛艇蟲大BUFF？平民也可以玩泡泡！ ||,2024-07-02,3:01,"3,018",40,15,N/A,N/A,N/A,N/A
IlYneKkRBNQ,Line Rangers-觀眾投稿EP.337 || 九星的大和，靠出動沈默精彩撐場！ ||,2024-06-09,3:03,"3,010",52,8,N/A,N/A,N/A,N/A
JWI6R3-olcE,Line Rangers-觀眾投稿EP.107 || 國民老婆朱菜參戰！防複製的效果似乎有料？ ||,2023-02-11,2:44,"3,006",32,56,N/A,N/A,N/A,N/A
j5yRE9MUkGE,Line Rangers-觀眾投稿EP.442 || 礙礦風氣回歸，但利姆路沒跟上？ ||,2025-01-27,3:10,"2,997",40,16,N/A,N/A,N/A,N/A
DE5auKo3qIo,(有字幕)Line Rangers-觀眾投稿EP.506 || 野原新之助－第一代增礦2合作！ ||,2025-06-28,4:36,"2,991",29,10,N/A,N/A,N/A,N/A
6AdEy8_PE2Q,Line Rangers-觀眾投稿EP.366 || 對不起，去年的武道其實蠻不錯的 ||,2024-08-12,3:26,"2,990",35,24,N/A,N/A,N/A,N/A
S3J5Aq6u2kc,Line Rangers-觀眾投稿EP.393 || 快打旋風春麗－接近極品的技能組 ||,2024-10-09,3:39,"2,987",35,14,N/A,N/A,N/A,N/A
GkjeZYKY29Y,Line Rangers P寵大全 EP.20 || 武士刀－輕鬆練到滿才能 ||,2025-08-21,3:05,"2,985",34,8,N/A,N/A,N/A,N/A
EZvMLFmbF68,Line Rangers-觀眾投稿EP.370 || 火圈芙莉蓮—燃燒吧後排木寵！ ||,2024-08-20,2:53,"2,985",47,19,N/A,N/A,N/A,N/A
TJRNC-kZZ98,Line Rangers 數據分析EP.79 || 自行車vs救生員—誰是吹泡泡之王？ ||,2025-07-08,7:00,"2,981",43,23,N/A,N/A,N/A,N/A
0obl-mOFriI,Line Ranger隨手拍系列 EP.19 || 外表相似的熊大們，參戰！ ||,2023-05-14,2:32,"2,981",46,17,N/A,N/A,N/A,N/A
UoeusmWzgAs,Line Rangers對決EP.8 || 不公平的對決！？絕命戰機莎莉 vs 魔術師熊大 ||,2024-06-12,1:51,"2,979",39,11,N/A,N/A,N/A,N/A
n_iaEa5hLGo,Line Rangers隨手拍EP.114 || 抗冰大隊！欸不是暴風雪沒用了？ ||,2025-10-30,6:07,"2,978",45,7,N/A,N/A,N/A,N/A
iULfDJmeK_s,Line Ranger-觀眾投稿EP.9 || 暗寵剋星-搖滾皇帝熊大 ||,2022-05-06,1:48,"2,976",30,21,N/A,N/A,N/A,N/A
3rigf4AQLaM,Line Rangers隨手拍EP.32 || 我帶史考特打公會戰!? ||,2023-08-13,1:41,"2,973",21,3,N/A,N/A,N/A,N/A
14CGcGXy_64,Line Rangers-觀眾投稿EP.75 || 重置突破！PVP最速壓制流 ||,2022-11-29,0:57,"2,967",36,34,N/A,N/A,N/A,N/A
TNdlA1YHJJo,Line Rangers對決 EP.2 || 牙尖嘴利女僕姊姊 拉姆 vs 終極黑衣熊大 ||,2023-01-21,2:10,"2,962",37,16,N/A,N/A,N/A,N/A
xZgrucp3CCI,Line Rangers 數據分析EP.72 || 塔城數據更新！ ||,2025-05-03,2:28,"2,936",52,13,N/A,N/A,N/A,N/A
uC1gYcrNLbs,"Line Rangers始祖系列 EP.11 || 銀火龍熊大-使出""噴射火焰""!! ||",2022-07-28,2:58,"2,935",30,38,N/A,N/A,N/A,N/A
k7uUcmb3j9E,Line Ranger || 133關~144關主困敵人技能能力分析 ||,2022-11-02,1:58,"2,933",34,17,N/A,N/A,N/A,N/A
bP2AipkPtIo,Line Rangers-觀眾投稿EP.341 || 魯迪為什麼要嘆氣？ ||,2024-06-20,1:30,"2,931",43,30,N/A,N/A,N/A,N/A
bMdl9Pk4Z_M,Line Rangers-觀眾投稿EP.542 || 恩琴＋蘿蔔－一起出動智慧控場吧！ ||,2025-10-21,5:34,"2,929",35,7,N/A,N/A,N/A,N/A
XZIslJulSI4,Line Rangers始祖系列 EP.27 || 小兔兔-你所不知道的學生兔 ||,2022-11-13,2:04,"2,928",36,16,N/A,N/A,N/A,N/A
T37hmoiI3r0,Line Rangers-觀眾投稿EP.282 || 小獎贊恩－攻擊技能超稀有? ||,2024-02-13,3:09,"2,923",35,8,N/A,N/A,N/A,N/A
W4L6SjiWWBQ,(有字幕)Line Rangers-觀眾投稿EP.497 || FS.里維－排行榜上的奇蹟寵！ ||,2025-06-13,2:22,"2,918",36,17,N/A,N/A,N/A,N/A
tNNBN2xQ6jE,Line Rangers隨手拍EP.74 || 小丑熊大的傳奇戰！小丑竟是我自己？ ||,2024-08-23,3:32,"2,917",43,17,N/A,N/A,N/A,N/A
b49TIQXxKtw,Line Rangers始祖系列 EP.21 || 時尚達人CHOCO-熊大家族的最後一塊拼圖 ||,2022-10-12,2:20,"2,917",24,22,N/A,N/A,N/A,N/A
Mc65Fo-seoo,(有字幕)Line Rangers-觀眾投稿EP.533 || 莎莉望遠鏡－時隔一年的新跑跑裝！ || @94Littledevil,2025-09-20,4:26,"2,916",36,14,N/A,N/A,N/A,N/A
iabZT5nQTwQ,(有字幕)Line Rangers放置戰爭-數據分析EP.2 || SS裝備全解說！ ||,2025-02-06,8:09,"2,915",41,13,N/A,N/A,N/A,N/A
QXIjtr00RpI,(有字幕)Line Rangers-觀眾投稿EP.484 || 可可亞艾勒－公會戰最頭痛飛寵 ||,2025-05-13,3:32,"2,913",46,19,N/A,N/A,N/A,N/A
oOGxu-qugrI,Line Rangers隨手拍EP.27 || 出動暗殺 vs 毅力－矛與盾的對決！ ||,2023-06-19,1:23,"2,913",39,23,N/A,N/A,N/A,N/A
gPJxm8I13TQ,(有字幕)Line Rangers-觀眾投稿EP.486 || 滑冰詹姆士－當前百大最愛的對空！ ||,2025-05-20,3:07,"2,910",37,15,N/A,N/A,N/A,N/A
-AKSgjluzFc,Line Rangers-觀眾投稿EP.451 || 奇爾查克的弓箭－未來可期的組合！ ||,2025-02-13,4:12,"2,910",40,17,N/A,N/A,N/A,N/A
fHtaIo8BAnc,Line Rangers P寵大全 EP.17 || 七海龍水－神組合技能的P寵 ||,2025-04-22,2:13,"2,909",43,19,N/A,N/A,N/A,N/A
Q9LlvzTlyl4,Line Rangers-觀眾投稿EP.235 || 能控又能打！其實斧頭才是莎莉專武啦 ||,2023-10-26,3:05,"2,909",35,10,N/A,N/A,N/A,N/A
T25Xj95jrx8,Line Rangers-觀眾投稿EP.439 || 冥界熊大－防守壓塔王者 ||,2025-01-21,4:03,"2,904",49,24,N/A,N/A,N/A,N/A
EdJbG11Ar2E,Line Rangers-觀眾投稿EP.180 || 道具速攻戰！超強以小吃大戰術！ ||,2023-06-29,1:42,"2,904",52,15,N/A,N/A,N/A,N/A
PwMVRqY1QZs,Line Rangers || 夏日裝備7000保底！擺脫泳鏡詛咒！？ ||,2024-08-13,3:54,"2,897",44,14,N/A,N/A,N/A,N/A
VRT2gDZU8VE,Line Rangers隨手拍EP.123 || 伊甸帽帕瓦－平民屬強再添一件！ ||,2025-12-18,3:55,"2,894",37,22,N/A,N/A,N/A,N/A
wE-taC-HLBs,Line Rangers始祖系列 EP.56 || 耀眼歌姬 雪MIKU－早期的小地圖炮 ||,2024-02-23,2:15,"2,882",39,14,N/A,N/A,N/A,N/A
SRZAfBiQ0W0,Line Rangers-觀眾投稿EP.401 || 微課金攻略！獵人熊壓線拆塔流～ ||,2024-10-24,2:34,"2,881",34,7,N/A,N/A,N/A,N/A
jwo3EhWRGtI,(字幕稍等)Line Rangers-觀眾投稿EP.529 || 自行車饅頭人－公會戰的泡泡控場！ ||,2025-09-12,2:56,"2,873",42,18,N/A,N/A,N/A,N/A
CYuyePevP1w,Line Rangers-觀眾投稿EP.51 || 論越級打怪-這差距也太大了吧!? ||,2022-09-25,1:47,"2,870",34,28,N/A,N/A,N/A,N/A
ON0LP1OcL5A,Line Rangers-觀眾投稿EP.176 || (公會戰實戰)一支獨秀，前期的練寵攻略？ ||,2023-06-25,2:02,"2,868",35,21,N/A,N/A,N/A,N/A
qDmKBBLtKrg,Line Rangers P寵大全 EP.18 || 提督饅頭人－復刻原始擊退流！？ ||,2025-04-23,3:41,"2,857",45,15,N/A,N/A,N/A,N/A
x7o5LMTROVg,Line Rangers-觀眾投稿EP.398 || 水賽季雅兒貝德－壓塔時的救星！ ||,2024-10-18,2:21,"2,850",38,20,N/A,N/A,N/A,N/A
Y6rd12KXfmo,Line Rangers隨手拍EP.72 || 武道被揍了齁？最可憐的小獎主角 ||,2024-08-04,4:13,"2,848",36,14,N/A,N/A,N/A,N/A
HAT1Qk6llsg,Line Rangers-觀眾投稿EP.177 || 合作無間的礙礦防守場 || @artificial-colourings,2023-06-26,3:39,"2,841",41,13,N/A,N/A,N/A,N/A
U_-OP6G5u0M,Line Rangers始祖系列 EP.14 || 戰甲素-文武全才的謀士 ||,2022-08-20,1:55,"2,836",29,15,N/A,N/A,N/A,N/A
vm2Ln5Qzjxc,Line Rangers始祖系列 EP.10 || 騎士愛德華-轟隆隆隆隆!!衝衝衝~ ||,2022-07-27,2:40,"2,836",31,29,N/A,N/A,N/A,N/A
-4hX7SmUnkU,Line Rangers-觀眾投稿EP.452 || 傳奇瑪露希爾－防守優於進攻？ ||,2025-02-15,3:31,"2,826",28,9,N/A,N/A,N/A,N/A
TZTxV1aV5B8,Line Rangers隨手拍EP.66 || 公會戰裝的艾連，開場就卡死對手！ ||,2024-05-27,2:49,"2,826",36,11,N/A,N/A,N/A,N/A
Iw4LlDh7ftw,Line Ranger-觀眾投稿EP.20 || 技能是甚麼?能吃嗎? ||,2022-06-20,3:50,"2,822",33,21,N/A,N/A,N/A,N/A
78VcQ1lvFns,Line Rangers-觀眾投稿EP.356 || 不被看好的PvP寵？能誘惑的稻草人！ ||,2024-07-24,2:55,"2,820",32,10,N/A,N/A,N/A,N/A
F_znB-bofts,Line Rangers始祖系列 EP.31 || 聖誕四人組-聖誕節快樂～～ ||,2022-12-25,2:30,"2,815",36,25,N/A,N/A,N/A,N/A
XxngR2tmIm0,Line Rangers-觀眾投稿EP.255 || 木屬性圈的木飛...騎士莎莉失策！？ ||,2023-12-14,3:25,"2,814",39,11,N/A,N/A,N/A,N/A
lpZNL3GlnBQ,Line Rangers-觀眾投稿EP.487 || 重置寵們！跨時代重置再同台！ ||,2025-05-24,2:28,"2,813",50,10,N/A,N/A,N/A,N/A
5F6P5L-NTRM,Line Rangers-觀眾投稿EP.316 || 還不錯的火跑寵！原來她也是礙產一族？ ||,2024-04-23,4:02,"2,813",30,8,N/A,N/A,N/A,N/A
rVunjIP8vjQ,Line Ranger || 73關~84關主困敵人技能能力分析 ||,2022-03-04,1:57,"2,800",22,11,N/A,N/A,N/A,N/A
em4GUNLL8K0,Line Rangers-觀眾投稿EP.225 || 半人半神大力神，只有跑跑才夠狠 ||,2023-09-30,2:50,"2,797",23,4,N/A,N/A,N/A,N/A
0HUUfbViQ1g,Line Rangers-觀眾投稿EP.391 || 小獎東日万凜－這什麼爛技能? ||,2024-10-06,3:14,"2,795",36,22,N/A,N/A,N/A,N/A
Gs8lU31VvHM,Line Rangers-觀眾投稿EP.219 || 對空用暗殺，出動暗殺唯一功用？ || @187Y,2023-09-20,1:31,"2,793",32,9,N/A,N/A,N/A,N/A
Zg3W8d_6aMs,Line Rangers-觀眾投稿EP.435 || 魔女莎莉—非聖誕的暗飛翔！ ||,2025-01-14,2:39,"2,776",35,16,N/A,N/A,N/A,N/A
YlMan9VXwbI,Line Rangers隨手拍EP.73 || 終於上傳奇啦~火飛無恥開偷！ ||,2024-08-19,2:22,"2,775",43,26,N/A,N/A,N/A,N/A
T2mJ2xHBdww,Line Rangers-觀眾投稿EP.438 || 噴漆愛德華－禁言時代眼淚 ||,2025-01-19,4:57,"2,769",44,14,N/A,N/A,N/A,N/A
ydrggACx9Bs,Line Rangers-觀眾投稿EP.178 || 影山茂夫 X 紫衣詹姆士－讓控場再多一點暴力 ||,2023-06-27,3:07,"2,765",42,21,N/A,N/A,N/A,N/A
WM9g00LBM0o,Line Rangers始祖系列 EP.7 || 黑衣饅頭人-聽說是黑衣熊大的哥哥!? ||,2022-07-23,2:20,"2,764",25,19,N/A,N/A,N/A,N/A
Yub2vvwjlxg,Line Rangers-觀眾投稿EP.350 || 終極粉衣兔兔—光暗禮包的超大地雷！ ||,2024-07-09,3:39,"2,761",37,14,N/A,N/A,N/A,N/A
eRyrmZANJlE,Line Rangers隨手拍EP.76 || 被我遺忘的變身寵—CEO部長傳奇變身趴 ||,2024-08-28,3:17,"2,759",39,19,N/A,N/A,N/A,N/A
ntDw7QmDYDU,Line Rangers-觀眾投稿EP.28 || 阿奴比斯熊大-打不過?叫人阿不然咧? ||,2022-07-08,3:33,"2,757",29,8,N/A,N/A,N/A,N/A
Oeypi3C2wPM,Line Rangers-觀眾投稿EP.540 || 咖啡史提夫－技能組超像的小恩琴！ ||,2025-10-11,5:18,"2,742",42,8,N/A,N/A,N/A,N/A
JCz8XNFff84,Line Ranger || 97關~108關主困敵人技能能力分析 ||,2022-07-02,1:35,"2,741",35,17,N/A,N/A,N/A,N/A
tqzGgnLTRlA,(字幕稍等)Line Rangers-觀眾投稿EP.532 || 稻草人饅頭人－公會戰首發的好選擇 ||,2025-09-19,3:24,"2,739",40,28,N/A,N/A,N/A,N/A
_MGQGB0Qtt4,Line Rangers-觀眾投稿EP.434 || 馴獸師莎莉－暗屬性之恥？ ||,2025-01-11,4:02,"2,739",22,20,N/A,N/A,N/A,N/A
w866oC7tgbk,Line Rangers-觀眾投稿EP.40 || 你選擇窮死還是寂寞死? ||,2022-08-13,2:43,"2,735",23,11,N/A,N/A,N/A,N/A
0Xy4tvq4HXQ,Line Rangers || 啥毀!!九星時代要來了!? ||,2022-06-23,1:05,"2,731",32,49,N/A,N/A,N/A,N/A
2axCdJ2v-0s,Line Rangers-觀眾投稿EP.348 || 羊也懷舊反場！平民坦克選擇再+1？ ||,2024-07-06,2:52,"2,728",28,12,N/A,N/A,N/A,N/A
7gkaee4P2Mc,Line Rangers-觀眾投稿EP.241 || 木乃伊熊大，缺席的限定萬聖寵 ||,2023-11-12,3:44,"2,728",34,12,N/A,N/A,N/A,N/A
3FQbFZJqpu0,Line Ranger-觀眾投稿EP.3 || 如果你工作壓力山大... ||,2021-12-04,2:53,"2,725",18,22,N/A,N/A,N/A,N/A
yQ7ygszw9Z4,(有CC字幕)Line Rangers-觀眾投稿EP.450 || 壓塔遊戲才開始？打後排的強勢之處 ||,2025-02-12,2:37,"2,720",44,18,N/A,N/A,N/A,N/A
911yUpLQDs8,Line Rangers始祖系列 EP.35 || 黑暗之王愛德華-從橡實果轉戰機器手的蟲 ||,2023-02-21,2:25,"2,717",38,14,N/A,N/A,N/A,N/A
ReCEhEGXVRM,Line Rangers隨手拍EP.59 || 迷宮攻略－Lv5挑戰(下) ||,2024-03-10,3:23,"2,714",29,20,N/A,N/A,N/A,N/A
iu_5Z_ElR4U,Line Ranger-觀眾投稿EP.15 || 鬼之木坦(上)-梅里降臨 ||,2022-05-24,3:08,"2,712",38,23,N/A,N/A,N/A,N/A
GN5GjGikqYI,Line Rangers-觀眾投稿EP.44 || 專業卡位-打死我只會卡更久!? ||,2022-08-30,2:47,"2,707",22,17,N/A,N/A,N/A,N/A
-_-taarNuGk,Line Rangers始祖系列 EP.58 || 獨特存在的零－曾經的無敵T0寵! ||,2024-10-30,2:07,"2,701",43,12,N/A,N/A,N/A,N/A
loyxZf603IQ,Line Rangers-觀眾投稿EP.242 || 主困全自動！雙防護罩出擊～ ||,2023-11-16,1:55,"2,699",43,17,N/A,N/A,N/A,N/A
R6p5STyvUSI,Line Rangers始祖系列 EP.51 || 鋼鐵饅頭人－那位熟悉又陌生的朋友 ||,2023-10-21,2:31,"2,699",23,5,N/A,N/A,N/A,N/A
DkwAvdNlUi8,Line Rangers-觀眾投稿EP.216 || 長年數值怪？曾上百大陣容中的忍野忍！ ||,2023-09-15,3:23,"2,698",33,16,N/A,N/A,N/A,N/A
RDGpjOiiZXU,(有字幕)Line Rangers-觀眾投稿EP.461 || 高尚潔西卡－非常貴的跑跑寵？ ||,2025-03-07,5:32,"2,678",41,10,N/A,N/A,N/A,N/A
aao72DR4Lyw,Line Rangers-觀眾投稿EP.502 || 夜櫻家族－雙夥伴分身的五人陣！ ||,2025-06-23,4:39,"2,666",42,18,N/A,N/A,N/A,N/A
F64rJuWTM0s,Line Rangers 數據分析EP.78 || 我正在嘗試讓GPT來解答LR的問題！ ||,2025-07-06,6:05,"2,659",58,25,N/A,N/A,N/A,N/A
9axE1WOIZHo,Line Rangers-觀眾投稿EP.234 || 猛虎出籠！大範圍擊退94爽啦~ ||,2023-10-25,1:50,"2,655",20,14,N/A,N/A,N/A,N/A
pmu_kGEBaYw,Line Rangers-觀眾投稿EP.371 || 捨棄Skill+，純輔助鯛魚燒玩法 ||,2024-08-22,3:45,"2,652",42,16,N/A,N/A,N/A,N/A
hPM0DGKBCgw,Line Rangers-觀眾投稿EP.53 || 新「出動」能力，到底有多噁！？ ||,2022-10-01,2:23,"2,649",33,26,N/A,N/A,N/A,N/A
cqVM2-dqH5Y,Line Rangers始祖系列 EP.28 || 最強駕駛員明日香-EVA二號機的駕駛員 ||,2022-11-16,2:25,"2,641",36,22,N/A,N/A,N/A,N/A
OfdB-1783v8,Line Rangers始祖系列 EP.45 || 20隻頭貼角色，你認識嗎？(上) ||,2023-08-17,4:14,"2,637",34,11,N/A,N/A,N/A,N/A
cXe7W12BbDY,Line Rangers-觀眾投稿EP.193 || 副本天后－如何讓普攻效益最大化? ||,2023-07-20,2:38,"2,623",32,11,N/A,N/A,N/A,N/A
HyekGKnYXSI,Line Rangers始祖系列 EP.31 || 最強駕駛員真嗣-EVA初號機的駕駛員 ||,2023-01-11,2:22,"2,619",37,20,N/A,N/A,N/A,N/A
bfzbHCOgZU0,Line Rangers-觀眾投稿EP.174 || P寵的PvP - 超持久清增益有料？ ||,2023-06-22,2:00,"2,618",42,8,N/A,N/A,N/A,N/A
K0ORXRyYhX8,Line Rangers-觀眾投稿EP.431 || 黑暗戰士饅頭人—純輔助後排回歸？ ||,2025-01-04,3:09,"2,604",36,12,N/A,N/A,N/A,N/A
Hbz8YkLrTVo,Line Ranger-觀眾投稿EP.7 || PVP三神柱-變身界的王者 ||,2022-03-02,2:54,"2,590",22,10,N/A,N/A,N/A,N/A
B-lIL1pDDwE,Line Rangers全員參戰-敵人篇2,2023-04-22,1:09,"2,589",32,6,N/A,N/A,N/A,N/A
9RY8uPqSq24,[直播精華] 聖誕扭蛋直播精華(上)－何謂聲控扭蛋？,2023-12-27,4:15,"2,585",44,21,N/A,N/A,N/A,N/A
64Xx2HYN3Uc,Line Rangers隨手拍EP.65 || 一拳史考特的無限塔之路－名副其實的單挑!? ||,2024-05-02,2:41,"2,579",31,18,N/A,N/A,N/A,N/A
f5tai3DYtp0,Line Rangers || 145關~168關主困敵人技能能力分析 ||,2023-04-30,2:53,"2,578",28,24,N/A,N/A,N/A,N/A
267gEYZReOA,Line Ranger || 121關~132關主困敵人技能能力分析 ||,2022-11-01,2:01,"2,567",20,4,N/A,N/A,N/A,N/A
krGGtRuQ5pM,Line Rangers隨手拍EP.48 || 複製分身+機率測試 ||,2023-11-26,2:26,"2,561",38,14,N/A,N/A,N/A,N/A
uDbdCP3DTaU,Line Rangers-觀眾投稿EP.162 || 超遠變身與超強變身－頂尖變身聯合出擊！ ||,2023-05-27,1:26,"2,561",22,12,N/A,N/A,N/A,N/A
DCAOxNcbFNY,Line Rangers-觀眾投稿EP.57 || 另類擊退寵？碧翠絲與拉姆協同參戰！ ||,2022-10-16,2:08,"2,549",21,18,N/A,N/A,N/A,N/A
0XfoVNUgvFo,Line Rangers-觀眾投稿EP.353 || 你所不知的副本王！PvP中的場地效果 ||,2024-07-15,1:48,"2,544",47,11,N/A,N/A,N/A,N/A
2Hwzrk1VvAo,Line Rangers-觀眾投稿EP.232 || 來看看防守ai是如何搞事的？ ||,2023-10-16,0:53,"2,543",31,8,N/A,N/A,N/A,N/A
SHJ3H22KcAM,Line Rangers-觀眾投稿EP.179 || 即將加強！純電暈造物神將走入歷史 ||,2023-06-28,3:34,"2,527",37,16,N/A,N/A,N/A,N/A
HEiBRBHimio,(有字幕)Line Rangers-觀眾投稿EP.494 || 夜櫻辛三－存活率還行的過渡坦 ||,2025-06-06,3:50,"2,513",30,23,N/A,N/A,N/A,N/A
4fs18pDPFn4,(有字幕)Line Rangers-觀眾投稿EP.499 || 阿克婭－唯一的停產分身 ||,2025-06-16,3:53,"2,510",47,15,N/A,N/A,N/A,N/A
FYXMYOlgZlE,Line Rangers-觀眾投稿EP.470 || 稻草人饅頭人－沒落於PvP的誘惑… ||,2025-03-29,2:53,"2,509",32,8,N/A,N/A,N/A,N/A
BRTT_DKvQbY,Line Rangers始祖系列 EP.43 || 鬥戰聖佛熊大－乘著金斗雲戰鬥去！ ||,2023-05-25,3:17,"2,498",30,10,N/A,N/A,N/A,N/A
KmjawiNmohM,(字幕待補)Line Rangers-觀眾投稿EP.503 || 阿努比斯熊大－熊大池驚喜(嚇)復刻！ ||,2025-06-25,4:17,"2,488",34,17,N/A,N/A,N/A,N/A
JyGJyioiZqQ,Line Rangers-觀眾投稿EP.215 || 熊大妹妹再現－屬強CHOCO參戰！ ||,2023-09-13,2:51,"2,486",36,5,N/A,N/A,N/A,N/A
Fcar6OvBWIw,Line Rangers 11月進化更新 || 老寵再次進化！一分鐘看完能力分析~ ||,2022-10-31,1:04,"2,483",26,31,N/A,N/A,N/A,N/A
YXbZoEDrZX8,Line Rangers-觀眾投稿EP.114 || 舊寵玩必中－變身電暈，一次擁有 ||,2023-02-26,2:24,"2,477",39,12,N/A,N/A,N/A,N/A
UmHoNIuumSk,Line Rangers P寵大全 EP.14 || 桂小太郎－稀有技能的P寵！ ||,2024-12-26,2:28,"2,476",38,11,N/A,N/A,N/A,N/A
zL1PbZWaEXY,Line Rangers-觀眾投稿EP.342 || 強度表怎麼有兩隻？一代里維再上戰場！ ||,2024-06-21,2:53,"2,463",38,5,N/A,N/A,N/A,N/A
mFGX_0KyVGA,Line Rangers-觀眾投稿EP.246 || 原來bug雷姆也有搞笑的一刻 ||,2023-11-25,2:07,"2,463",25,9,N/A,N/A,N/A,N/A
LLgoMWXWmlY,Line Rangers 公會招生影片!!!,2022-06-19,0:59,"2,461",34,39,N/A,N/A,N/A,N/A
pkUmSedsNGY,Line Rangers銀河特攻隊 || 12週年活動商店！兌換全分析 ||,2026-03-01,0:56,"2,446",40,9,N/A,N/A,N/A,N/A
RQ4VeFtA8XI,Line Rangers始祖系列 EP.32 || 波斯公主潔西卡-第一代水貓無誤？ ||,2023-01-22,1:55,"2,445",28,11,N/A,N/A,N/A,N/A
DXSRMzHLvZ8,Line Rangers-觀眾投稿EP.35 || 平民砍樹紀 ||,2022-07-23,2:56,"2,443",23,16,N/A,N/A,N/A,N/A
NDEeQA-REsg,Line Rangers觀眾求救系列 EP.9 || 主困18關-好了啦!!幽浮別再搞事了 ||,2022-06-28,2:14,"2,440",25,29,N/A,N/A,N/A,N/A
c1qUlJlB3fM,Line Rangers隨手拍EP.34 || 那沒落的能力...增加礦物2機率實測！ ||,2023-08-24,2:06,"2,438",32,13,N/A,N/A,N/A,N/A
ovsIQp8JB9I,Line Rangers-觀眾投稿EP.478 || 道具袋占卜－地圖炮全員手短時間！ ||,2025-04-17,2:59,"2,426",30,13,N/A,N/A,N/A,N/A
LV3HcjtL7YQ,Line Rangers隨手拍EP.89 || 冰球饅頭人－最後的九星老寵 ||,2025-03-13,2:46,"2,426",33,7,N/A,N/A,N/A,N/A
qN3ipD2ReZU,Line Rangers隨手拍EP.85 || 暗必中劍助（賭徒篇） ||,2025-02-14,3:32,"2,423",24,14,N/A,N/A,N/A,N/A
tOhQbxGW8_s,Line Ranger 2022五月新寵介紹 || 新平民打手來了?? ||,2022-04-28,2:04,"2,423",24,9,N/A,N/A,N/A,N/A
wVTJQlUzJNI,Line Rangers-觀眾投稿EP.340 || 咖啡師熊大，罕見技能集於一身！ || @notseriousplayeryt,2024-06-18,3:36,"2,413",28,11,N/A,N/A,N/A,N/A
6sO-_rt9KO8,Line Rangers-觀眾投稿EP.243 || 防守外掛真的存在？ ||,2023-11-19,1:40,"2,402",38,25,N/A,N/A,N/A,N/A
